0,0.9,204|204
2.48;2.19;0.84;0.44;0.25,0.85,200
2.8;1.03;0.75;0.08;0.07,0.85,200
0,1.35,0
0.6;0.42;0.2;0.16,0.5,200
0,0.5,0
0,0.75,0|0|0
0,0.55,0|0
0,0.7,0
0.13;0.12,0.55,204|200
0.44,0.55,200|200
0,0.55,0|0
0.92;0.67;0.43;0.27;0.25,0.85,200
0.12,0.55,200|200
0,0.55,0|0
0,0.55,204|204
0,1.7,0
0,0.55,0|0
0,0.55,0|0
0.8;0.04,1.7,200
0.25;0.16;0.12;0.03,1.7,200
0,0.5,0
0.92;0.74;0.67;0.43;0.29,0.85,200
1.67;0.8;0.21,1.4,200
0,0.9,0|0
1.72;1.26;1.05;0.71;0.32,0.85,200
0,0.9,204|204
0,0.5,0
0.23;0.14;0.08;0.02,0.55,200|200
0,0.55,0|0
0,0.55,0|0
0.03,0.55,204|200
0,1.7,204
0,0.75,0|0|0
0,0.55,0|0
1.88;1.24;0.96;0.8;0.68,0.85,200
1.32;0.82;0.8;0.56;0.56,0.5,200
0.04,0.75,200|200|200
0,0.55,0|0
0.88;0.59;0.56;0.43;0.4,0.5,200
2.22;0.02,0.55,200|200
0.04,0.75,200|200|200
0,0.55,0|0
0,0.55,204|204
0,0.75,0|0|0
0,0.55,0|0
0,0.5,0
0.59;0.4;0.4;0.37;0.29,0.5,200
2.18;0.61;0.13;0.04;0.03,1.05,200|200
0.05,0.75,200|200|200
0,0.55,204|204
0,1.35,0
4.98;0.71;0.07;0.04,1.1,200
3.18;0.75;0.65;0.49;0.48,0.5,200
0.14;0.02,0.55,200|200
0,0.75,0|0|0
0,0.55,0|0
0,0.75,204|204|204
0,0.7,0
0,0.55,0|0
0,0.55,0|0
0,0.55,0|0
1.4;1.21,0.85,200
10.07;4.88;3.18;2.6;2,0.85,200
2.44;2;1.98;0.78;0.57,0.85,200
4.8;3.18;2.66;1.08;0.36,1.4,200
0,0.55,0|0
0,0.55,0|0
0,0.55,0|0
0,0.75,0|0|0
3.18;2.61;0.8;0.35;0.34,0.85,200
4.88;3.18;2.44;2;1.5,0.85,200
0,0.5,0
0,0.75,0|0|0
2.46;0.28;0.12;0.07;0.04,1.1,200
2;1.98;1.5;0.57;0.36,0.85,200
0,0.9,0|0
0,0.55,0|0
0.71;0.25;0.02,0.9,200|200
0.03,0.55,200|200
0,1.7,0
0.64;0.49;0.11;0.07;0.02,0.55,200|200
0,0.55,0|0
0,0.55,0|0
3.18;1.43;0.57;0.36;0.35,0.85,200
0,0.5,0
3.18;1.5;1.04;0.57;0.35,0.85,200
3.97;3.18;1.81;0.32;0.31,1.4,200
3.88;3.64;1.82;0.76;0.56,1.4,200
3.64;2.66;0.32;0.32;0.08,1.4,200
1.2;0.71;0.4;0.14;0.12,1.1,200
1.28;0.29;0.24;0.22;0.17,0.85,200
0,0.55,204|204
0.7;0.06;0.02,0.9,200|200
5.6;1.32;0.78;0.32;0.2,0.85,200
0,0.55,0|0
1.1;1;0.6;0.58;0.41,0.85,200
1.21;0.24;0.04;0.02;0.02,0.85,200
0,0.55,204|204
0,0.9,204|204
0,0.55,0|0
0.04;0.02,0.55,200|200
0.22,0.75,200|200|200
1.98;1.5;0.57;0.35;0.31,0.85,200
3.18;1.04;0.41;0.35;0.3,0.85,200
3.18;0.57;0.35;0.31;0.31,0.85,200
0.8;0.33;0.27;0.16;0.08,0.9,200|200
1.48;0.47;0.07;0.04,0.85,200
1.08;0.8;0.65;0.32;0.16,0.55,200|200
0,0.55,0|0
0,0.75,204|200|204
0,0.9,204|204
3.18;1.2;1.08;0.32;0.31,1.4,200
3.18;2.66;1.36;1.22;1.08,1.4,200
0,0.75,0|0|0
0,0.5,0
0,0.55,0|0
0,0.55,0|0
0,0.9,0|0
0,0.9,0|0
0,0.9,204|204
0.9;0.36;0.27;0.07,0.85,200
1.85;0.92;0.84;0.67;0.43,0.85,200
0,0.75,0|0|0
0,0.75,0|0|0
0.34;0.05;0.02,0.55,200|200
4.08;2.88;1.05;0.35;0.31,0.85,200
1.5;1.38;1.04;0.82;0.57,0.85,200
0,0.75,0|0|0
0.91;0.72;0.3;0.28;0.16,0.9,200|200
0,0.55,0|0
0,1.35,0
4.89;0.82;0.52;0.35;0.3,0.85,200
0,0.5,0
0.22,0.75,200|204|200
0.13;0.08;0.04;0.02,0.9,200|200
0,0.5,0
0,0.75,204|204|204
3.51;2;1.01;0.12;0.08,0.85,200
0.08;0.06;0.02,0.55,200|200
0,0.75,0|0|0
0.91;0.72;0.33;0.06;0.02,0.9,200|200
0,0.55,0|0
0,1.7,0
10.07;1.58;1.51;1.04;0.69,0.85,200
0,0.55,0|0
0,0.55,0|0
0,0.55,0|0
0,0.55,0|0
0.6;0.4;0.37;0.36;0.2,0.5,200
0,0.55,0|0
3.2;1.35;0.74;0.31;0.06,1.4,200
0.56;0.48;0.16;0.04;0.04,0.55,200|200
3.36;1.6;0.96;0.96;0.81,0.85,200
1.41;0.11;0.07;0.04;0.02,0.85,200
14.12;1.9;0.84;0.74;0.68,0.85,200
0.13,0.5,200
2.49;0.17;0.06,0.85,200
0,0.55,0|0
0,0.55,0|0
0,1.05,0|0
0,0.55,0|0
1.4;1.21;0.88;0.81;0.8,0.85,200
1.6;1.04;0.65;0.56;0.48,0.85,200
0,0.55,0|0
0,1.7,0
0.35,0.75,200|200|200
0,0.55,0|0
0,0.55,0|0
0,0.55,0|0
0.8;0.04;0.02,0.55,200|200
0.12;0.11,0.55,200|200
27.02;4.41;3.97;3.18;0.48,1.35,200
3.18;2.76;1.08;0.76;0.32,1.4,200
2.76;1.32;1.08;0.76;0.32,1.4,200
0,1.05,0|0
0.04;0.02,0.55,200|200
0,1.7,0
1.76;1.59;1.08;0.8;0.32,1.4,200
27.02;4.41;3.18;1.6;0.45,1.35,200
1.56;0.68;0.39;0.21;0.08,1.1,200
0,0.55,0|0
0.05,0.55,200|200
0.12;0.12;0.08;0.04,0.9,200|200
0.39;0.3;0.12;0.08;0.04,0.9,200|200
0.39;0.38;0.14;0.12;0.04,0.9,200|200
0.64;0.38;0.15;0.12;0.04,0.9,200|200
0,1.05,0|0
0,1.7,204
27.02;4.41;3.18;2.32;0.44,1.35,200
0,0.55,0|0
27.02;16;3.18;0.78;0.49,1.35,200
2.15;1.1;0.35;0.06;0.03,1.7,200
0,0.9,0|0
0,1.05,0|0
0.12;0.04,0.55,200|200
0,0.75,0|0|0
0.12;0.08;0.04,0.9,200|200
0.24;0.04;0.02,0.55,200|200
0,0.55,204|204
0.15;0.12;0.09;0.09,0.55,200|200
1.1;0.82;0.18;0.07;0.02,0.85,200
0.12;0.08;0.04,0.9,200|200
0,1.7,204
0,0.55,0|0
0,1.7,0
0,0.55,0|0
0,0.9,0|0
2.42;1.04;0.8;0.76;0.42,1.7,200
0.54;0.14,0.75,200|200|200
0,0.55,0|0
0,1.7,0
0,0.55,0|0
0,0.55,0|0
3.2;0.9;0.76;0.45;0.36,1.4,200
0.46,0.55,200|200
0,0.9,0|0
1.05;0.85;0.43;0.2;0.14,0.85,200
0.64;0.42;0.01,0.9,200|200
0,0.55,0|0
0,0.55,0|0
1.26;0.04,0.5,200
2.38;1.2;0.14;0.12;0.01,1.4,200
0,0.75,0|0|0
0,0.5,0
0,1.7,0
0,0.5,204
0,1.7,204
0,1.7,204
3.18;0.79;0.72;0.37;0.35,1.4,200
5.92;4.41;2.32;1.76;0.61,1.35,200
0,0.55,0|0
0,0.55,0|0
4.26;0.7;0.63;0.39;0.21,1.35,200
0,0.5,204
4.26;0.92;0.89;0.71;0.38,1.35,200
0.82;0.14;0.06,0.5,200
0,0.5,204
0.06,0.55,200|200
1.12;0.74;0.52;0.32;0.27,0.75,200|200|200
0,0.55,0|0
0,0.5,0
1.93;0.83;0.8;0.43;0.36,0.85,200
0.06;0.01,1.7,200
0.73;0.08;0.02,0.55,200|200
0,0.55,204|204
0,0.9,0|0
0,0.55,0|0
0,0.55,0
0,1.7,0
0,0.55,204|204
0,0.55,0|0
0,0.55,0|0
0,0.55,0|0
0,0.55,0|0
0,0.5,0
1.83;0.43;0.29;0.04,1.1,200
0,1.05,0|0
0.32;0.08;0.08,0.5,200
0,0.9,0|0
0.74;0.64;0.52;0.32;0.12,0.75,200|200|200
0,0.55,204|204
0,0.55,0|0
4.26;1.58;0.74;0.47;0.08,1.35,200
1.16;0.36;0.08;0.08;0.04,0.85,200
3.18;1.76;1.67;1.02;0.8,1.4,200
1.28;1.2;0.44;0.13;0.08,0.85,200
0.04,1.05,200|200
0,1.05,0|0
3.18;1.52;0.72;0.64;0.42,1.4,200
2.52;2;1.16;0.82;0.14,0.5,200
0.01,0.75,200|200|200
0,0.75,0|0|0
0,0.75,0|0|0
1.6;1.5;0.47;0.36;0.32,0.85,200
0.88;0.24;0.23;0.07,0.85,200
2.17;0.88;0.13;0.13,1.4,200
2.16;1.18;0.96;0.36;0.32,1.4,200
0.01,0.75,200|200|200
0.01,0.75,200|200|200
0,0.75,200|200|204
0,0.55,0|0
0.88;0.24;0.06;0.03,0.55,200|200
2.86;0.4;0.25;0.24;0.07,0.85,200
1.18;0.74;0.52;0.32;0.18,1.05,200|200
0.4;0.33;0.32;0.29;0.13,0.75,200|200|200
0.02,0.75,200|200|200
0,0.5,0
0.45;0.13;0.13;0.03,0.75,200|200|200
3.18;1.81;0.76;0.32,1.4,200
2.66;1.26;1.08;0.32;0.3,1.4,200
0,0.5,0
0,0.75,0|0|0
0,0.75,0|0|0
1.76;1.67;1.66;0.8;0.76,1.4,200
1.52;0.8;0.72;0.59;0.57,1.4,200
0.83;0.36;0.09;0.04,0.55,200|200
0.74;0.52;0.32;0.29;0.03,0.75,200|200|200
0,1.7,0
2.38;0.45;0.14;0.13;0.12,1.4,200
0.4;0.04,0.55,200
0,1.7,0
1.76;1.67;0.72;0.7;0.57,1.4,200
0,0.75,0|0|0
0,0.75,0|0|0
0,0.9,0|0
0.32,0.55,200|200
0,0.55,0|0
0,0.5,0
0,0.55,204|204
0.04,1.05,200|200
0,0.55,0|0
0,1.7,0
0,0.5,0
0.24;0.08;0.07;0.03,0.55,200|200
0,0.9,0|0
0.67;0.14;0.03,0.75,200|200|200
0,0.75,0|0|0
0,0.55,0|0
9.94;1.87;0.76;0.67;0.48,0.85,200
1.5;0.4;0.32;0.16;0.09,0.85,200
0,0.55,0|0
0.09;0.01,0.55,200|200
1.53;0.7;0.67;0.48;0.36,0.85,200
0,1.7,204
0.74;0.33;0.32;0.21;0.04,0.75,200|200|200
0,0.75,0|0|0
0.11,0.55,200|200
0,0.55,0|0
2.38;0.88;0.13;0.03,1.05,200|200
0.45;0.29;0.14;0.13;0.03,0.75,200|200|200
0,0.55,0|0
0,1.35,0
0,0.55,0|0
0,0.55,0|0
0,0.75,0|0|0
0,0.55,0|0
0,0.55,0|0
0,1.7,0
0,0.75,0|0|0
0,0.55,0|0
0,0.55,0|0
0,0.55,0
0,1.7,0
0,0.75,0|0|0
0.08;0.06;0.04;0.01,0.55,200|200
0,0.55,0|0
0,0.55,0|0
0.12;0.07,1.05,200|200
0,0.55,0|0
0.52;0.32;0.16;0.09;0.02,0.75,200|200|200
3.53;0.45;0.03,1.4,200
0,0.75,0|0|0
0,0.55,0|0
0,0.75,0|0|0
0,0.55,0|0
0,0.75,0|0|0
0,0.9,0|0
0.24;0.07;0.03,0.55,200|200
1.52;0.35;0.02,0.85,200
0,0.55,0|0
0,0.55,204|204
2.4;2.19;0.98;0.9;0.51,0.85,200
0,0.55,0|0
0.04,1.05,200|200
0,1.05,0|0
0,0.55,0|0
0,0.55,0|0
0,0.9,0|0
0,1.35,0
0,0.7,0
0,0.55,0|0
0,0.55,204|204
1.32;0.88;0.36;0.32;0.32,0.55,200|200
1.32;0.64;0.36;0.32;0.1,0.85,200
1.21;1.03;1.03;0.64;0.64,1.05,200|200
0.35;0.14;0.07,0.5,200
1.26;0.88;0.72;0.68;0.32,0.85,200
0,0.55,0|0
0.07;0.02,0.5,200
1.01;1;0.93;0.9;0.72,0.85,200
0,0.9,0|0
1.21;1.03;0.16;0.11;0.08,1.05,200|200
1.81;1.48;0.99;0.94;0.74,0.5,200
37.28;1.09;0.68;0.32;0.28,0.85,200
2.39;0.88;0.8;0.43;0.28,1.1,200
0.08;0.02,0.5,200
0,0.55,200|204
0,0.75,0|0|0
0,0.5,0
0.04;0.02,0.55,200|200
0.36;0.16;0.06;0.01,0.9,200|200
0.08;0.02,0.5,200
0,0.55,0|0
0.35;0.02,0.5,200
0.12,0.55,200|200
0.3;0.25;0.16;0.06;0.02,0.9,200|200
0,0.9,0|0
0.06,0.55,200|200
0,0.55,0|0
0.14,0.55,200|200
0,0.55,0|0
0.79;0.3;0.16;0.14;0.14,0.9,200|200
0,0.75,204|204|204
1.12;0.43;0.1;0.04,0.85,200
0,0.75,0|0|0
0,0.55,0|0
1.6;0.88;0.75;0.32;0.25,0.85,200
2.39;0.8;0.11;0.02,0.55,200|200
0,0.55,0|0
0.84;0.16;0.14;0.11;0.06,0.9,200|200
0.66;0.56;0.41;0.4;0.36,0.5,200
0,0.55,0|0
0.79;0.3;0.11;0.07;0.02,0.9,200|200
0,0.55,0|0
0,0.55,0
0.37;0.14;0.12;0.09;0.04,0.55,200|200
0,0.55,0|0
0,0.55,0|0
0,0.55,0|0
1.81;0.34;0.23;0.07,0.85,200
0,0.55,0|0
0,0.75,0|0|0
1.03;0.24;0.14;0.07,0.85,200
0.14;0.06;0.02;0.02,0.55,200|200
0.74;0.52;0.32;0.23;0.11,0.75,200|200|200
0,0.5,0
0,0.55,0
0.65;0.44;0.36;0.29;0.24,0.5,200
7.27;1.8;1.26;1.2;1.01,0.85,200
1.2;0.94;0.86;0.34;0.24,0.55,200|200
0,0.9,0|0
1.37;0.9;0.6;0.26,0.85,200
0,0.55,0|0
0.14;0.11;0.04;0.02,0.55,200|200
0.82;0.43;0.4;0.37;0.29,0.5,200
0,1.35,0
0,0.75,0|0|0
0,0.55,0|0
0,1.35,0
0,0.55,0|0
0,1.35,0
1.57;0.12;0.09;0.02,0.85,200
0.04;0.04,0.55,200|200
0,0.7,204
0.12,0.55,200|200
0,0.9,0|0
0,0.9,0|0
0,1.35,204
0,0.7,204
0,0.55,0|0
0,0.9,0|0
0,0.55,0
3.12;0.65;0.56;0.36;0.32,0.5,200
0.05;0.02,0.55,200|200
0.12,0.55,200|200
0,0.55,0|0
0,0.55,0|0
0.83;0.55;0.36;0.24;0.09,0.5,200
0,0.75,0|0|0
0,1.35,0
0,0.55,0|0
0,0.55,200|204
2.39;0.18;0.02,0.85,200
0.51;0.4;0.36;0.29;0.08,0.5,200
0.12,0.55,200|200
0.12,0.55,200|200
1.01;0.5;0.4;0.36;0.29,0.5,200
0,0.75,204|204|204
0,0.55,0|0
0.48;0.4;0.36;0.29;0.08,0.5,200
0,0.75,0|0|0
0,0.55,0|0
0,0.75,0|0|0
0,1.7,0
0,0.55,204|204
5.75;1.66;0.2;0.06;0.03,0.85,200
0,0.55,0|0
7.34;0.8;0.28;0.25;0.06,0.85,200
0,1.35,0
1.32;1.05;0.97;0.88;0.88,0.85,200
0.95;0.55;0.4;0.36;0.29,0.5,200
0.18;0.02,0.5,200
1.52;0.18;0.14;0.02,0.5,200
2.16;0.43;0.4;0.22;0.22,1.4,200
0,0.55,0|0
1.2;1.06;0.6;0.4;0.34,0.55,200|200
0,0.55,0|0
2.39;2.01;0.44;0.36;0.2,0.5,200
0,0.75,0|0|0
20;1.49;1.06;0.68;0.55,0.85,200
1.2;0.94;0.86;0.34;0.24,0.85,200
0,0.55,0|0
1.52;1.1;0.8;0.61;0.36,0.5,200
1.52;0.44;0.42;0.4;0.36,0.5,200
0,0.55,0|0
0,0.9,204|204
0.36;0.32;0.2;0.18;0.18,0.9,200|200
0,0.9,0|0
0.35;0.07,0.5,200
0,0.55,0|0
0,0.9,0|0
0,0.55,0
1.6;0.18;0.02,0.55,200|200
0,0.55,0|0
0,0.55,0|0
0.35;0.02,0.5,200
0,0.55,0|0
0.35;0.32;0.02,0.5,200
0.35;0.14;0.07,0.5,200
0,0.55,0|0
0,1.35,204
0,1.05,0|0
0,0.7,204
0,0.75,0|0|0
0,1.7,0
0.86;0.34;0.19;0.12;0.12,0.85,200
2.39;0.43;0.22;0.21;0.18,0.85,200
0,1.7,0
2.32;1.53;1.04;1;0.85,0.85,200
0,1.7,0
2.95;0.12;0.04,1.1,200
0.41;0.2;0.09;0.08,0.55,200|200
0.06,0.9,200|200
6.4;4.88;1.68;1.02;1,0.85,200
0.35;0.02,0.5,200
0,0.55,0|0
0,1.35,204
0.93;0.65;0.6;0.53;0.32,0.5,200
0.07,0.55,200|200
0,0.55,0|0
0,0.7,204
3.18;0.96;0.88;0.36;0.22,0.85,200
0.83;0.8;0.71;0.48;0.12,0.55,200|200
0,1.35,204
1.18;0.74;0.52;0.36;0.32,1.05,200|200
0.8;0.6;0.41;0.2,0.5,200
0.21;0.05;0.04;0.02,0.55,204|200
0.33,0.55,204|200
0,0.55,0|0
0.83;0.18,0.55,200|200
0,0.7,204
0.07,0.55,200|200
0,0.55,0|0
3.36;2.88;1.01;0.96;0.36,0.85,200
0.32;0.12,0.55,200|200
0.07,1.35,200
0,0.7,0
0.06,0.9,200|200
0.64;0.16,1.35,200
0.32;0.14;0.09,0.55,200|200
0.84;0.12;0.11;0.07,1.7,200
3.33;1.6;1.33;1.32;0.52,1.4,200
0,0.5,0
2.52;1.58;1.01;0.96;0.81,0.85,200
0,0.5,0
0,0.55,0|0
3.14;1.38;0.27;0.16;0.06,0.5,200
0,0.75,0|0|0
0,0.55,0|0
0,1.35,204
0,0.7,204
1.48;0.04,0.9,200|200
1.32;1.26;0.83;0.72;0.36,0.5,200
0,1.35,204
0.09;0.01,0.55,200|200
0.16,1.35,200
1.67;1.01;0.8;0.69;0.36,1.4,200
0.28;0.17;0.12;0.09;0.02,0.55,200|200
0,0.55,0|0
0,0.55,0
0,0.7,204
2.4;0.72;0.44;0.25;0.04,0.55,200|200
1.8;1.38;0.44;0.16;0.05,0.5,200
0.8;0.34;0.31;0.15;0.12,0.55,200|200
1.63;0.4;0.21;0.18;0.14,0.85,200
0,0.55,0|0
2.66;0.95;0.48;0.36;0.36,0.5,200
1.57;0.14;0.1;0.09;0.04,0.85,200
5.65;1.38;1.32;0.53;0.05,0.5,200
1.38;0.47;0.44;0.16;0.05,0.5,200
2.39;0.8;0.18;0.02,1.1,200
0,1.05,0|0
0,0.55,0|0
0,0.5,0
0,0.55,0|0
2.94;2.76;1.05;0.38;0.36,0.85,200
0,0.55,0|0
0,0.55,0|0
0,0.75,0|0|0
0,0.7,0
0,1.7,0
0,0.75,0|0|0
0,0.75,0|0|0
0,0.55,0|0
0,0.55,0|0
0,1.35,0
0,0.55,0|0
0,0.5,0
0,0.55,0|0
0,1.05,0|0
0,0.55,0|0
0.8;0.65;0.6;0.6;0.53,0.5,200
0,0.75,204|204|204
0,0.75,0|0|0
0,0.75,0|0|0
0,0.55,0|0
0,0.55,0|0
0.88;0.04;0.04;0.02,0.9,200|200
0,0.55,0
0,0.75,204|204|204
0,0.55,0|0
0,0.55,0|0
0.46;0.08;0.08,1.05,200|200
0,0.55,0|0
3.64;2.36;1.1;0.7;0.64,0.85,200
0.8;0.67;0.6;0.41;0.32,0.5,200
0,0.55,0|0
0,0.55,0|0
0.56;0.11;0.08,0.55,200|200
0.96;0.84;0.2;0.07,0.85,200
0,0.55,204|204
0.8;0.08;0.02,0.9,200|200
1.11;0.04,1.1,200
0,0.9,0|0
0.34;0.25;0.24;0.23;0.08,0.55,200|200
1.41;1.29;0.05;0.01;0.01,0.5,200
0,0.9,0|0
0,0.55,0|0
0,0.55,0|0
1.11;0.04,1.1,200
0,0.55,204|204
1.04;1;0.35;0.28;0.25,0.85,200
0,1.7,0
0,1.7,0
0,0.55,0|0
0,1.7,0
0,0.9,0|0
1.33;0.78;0.12;0.07,1.7,200
0,0.55,0|0
0.12;0.08,0.9,200|200
0,0.9,0|0
0,0.75,0|0|0
1.04;1;0.64;0.2;0.07,0.85,200
0,0.55,0|0
0,0.55,0|0
0,0.55,0|0
0,0.75,0|0|0
0,0.55,0|0
1.5;0.88;0.56;0.48;0.34,0.85,200
0,1.7,0
0,0.55,0
0,0.55,204|204
0,1.7,0
0,0.75,0|0|0
24.8;1.68;1.38;0.27;0.25,0.85,200
0,0.9,0|0
0,0.55,0|0
0,1.7,0
1.1;0.92;0.76;0.28;0.21,1.1,200
1.41;0.96;0.16;0.05;0.04,0.5,200
0,0.55,0|0
0,0.9,0|0
0,1.05,0|0
0,1.7,0
0.32;0.14;0.06;0.03,0.75,200|200|200
0,0.55,0|0
0,0.75,0|0|0
0,0.55,0|0
0,0.55,0|0
0,0.9,0|0
1.24;1.05;1.03,1.7,200
0,1.35,204
0,0.7,204
0,0.55,0|0
0,0.9,0|0
0,1.7,0
0,1.7,0
0.12;0.08;0.06,0.9,200|200
124.24;0.63;0.55;0.35;0.21,0.85,200
0,1.7,0
0,0.5,0
0,0.55,0|0
0,0.55,0|0
0,0.9,0|0
0,0.9,0|0
1.24;1.05;0.18,1.7,200
23.04,0.55,204|200
1.6;1.03;0.36;0.35;0.24,0.85,200
0.04,0.9,200|200
0,0.55,0|0
0,0.55,0|0
0,1.7,0
1.03;0.36;0.35;0.27;0.14,0.85,200
0,1.7,0
0.12;0.09;0.08;0.02,0.9,200|200
0.12;0.07,0.55,200|200
0.12,0.55,200|200
0.12;0.07,0.55,200|200
2.39;0.8;0.08;0.02,0.55,200|200
0.12,0.55,200|200
0,0.55,0|0
0,0.55,0|0
0,0.55,0|0
1.05;0.18;0.02,1.7,200
0,0.55,0|0
8.75;0.84;0.12;0.06,0.5,200
0,0.5,0
0,0.55,0|0
1.28;1.16;0.65;0.36;0.18,0.55,200|200
0,0.5,0
1.16;0.36;0.08;0.07,0.55,200|200
0,1.7,0
0,0.9,0|0
0,0.9,0|0
0,0.55,0
